Clean_tweets;Labels
nosiphon ingaske ndive voice yakho ngenye imini 🙈🙈🙈 ;negative
mlomomnandi lihlobisile ke ulwandle lalana kwa sea breeze leyo nje inganekwane ;negative
crystal nenyaope is finishing the youth ngempela sizokthola ;neutral
ntombiegodz gudisile dont entertain transkei dirty old men soze uncedakale phuma kulomfo 🤞🤞😂😂😂😂 ;negative
soft da rapper i thought ukuthi inkinga ibikwi phone yami ngedwa izolo telkomza musani ukudlala ngathi ;positive
umyeni weside chick ka matthew uphole ukufa ude ayicome icheesecake 910 because kaloku uhleli for 10yrs echeatelwa akayothuki tuu ;negative
tsepomasilela where is your son playing at the moment and wena what are you busy with mhlekaziour youngsters need a lot of role models to benchmark against on and especially off the pitch ;positive
lugisanii23 keep mouthing kaloku niphi ngoku ;neutral
kaizerchiefs mina i think chiefs has quality looking at how the boys played bancane and the bayafuna ukudlala inkinga iku coach uthatha izinto personal kakhulu abadlali bahlala ebhetshini cause nje today bengamufaka ungcobo and push dove to left back mashiane amufake 2nd half to get him bk ;negative
athigeleba this is very arrogant of you but ke its in the nature of movement yenu qhubeka kodwa ntombi one day youll be reminded of these acts ;negative
phalo40638664 abednego82 inoba bitshaya ngk bibhala le kaka lentwana ;neutral
philamvelase ulaphi netheku syalungisa konakele ;positive
just apples iyawa yintoni ngoku ;negative
yintoni ngoku le ;negative
sigujana za uyazama yena inkinga ilomkhaba ofakwe ephentini ;negative
mafiajunior26 jonga 🤣🤣 ;negative
shouldve known from that shit song ba akhonto entle will follow💀 ;negative
ndiyabulela bongi thank you for being so easy to work with 🙏🏾🫶🏾 ;positive
ribz rb kusho umzali ;neutral
simplynqoba phalanndwa6 wow you just sold it to me zinhle ngempela ;positive
myiste and every time it’s unbearably hot ucinga lento 🤣 ;negative
mpume luv intoni hayi suxoka let me go there now ;negative
if unyaka ubuyi concert bendizokhe ndicela ngalemalana ndinayo ukuba ujanuary akhe aphinde indlela le ebesitsho kamnandi ngayo qha ukhawleze waphela ;negative
umane esithi yhuu lomntana 😭 ;negative
welcumza yayiva kengoku ;neutral
ude usele ngetyala yhu haa bethuna 😭 ;negative
sifundo n inkinga imina ohlezi eyisi aramu and akusebenzi😂 ;positive
kaizerchiefs never again you start that mahlatsi boy niyezwa ;neutral
when all titans can sing “vulindlela” it gives some goosebumps bbtaitans ;positive
custababy mhla sabikhaba soze nikholwe 😂😂😂😂 ;positive
mthembu ukuyobona ubuso bukabasi ;neutral
snezzymbatha watching that game was frustrating but jonga enzo is a machinehardly put a foot wrong ;negative
uwfm88 106fm pastorthedj ntsabomluleki uwfmbee birthdays skeem izolo bekuzalwa umis sphokazi hoko ngomso ibengutata phumlani mkhenkcele ;positive
mimireeds amanzi amnyama 😩🤞 ;negative
pastorthedj uwfm88 106fm ntsabomluleki mafa bavuma uwfmbee jonga skeem iyaziwa mtentu oobuti bephata tape record ;negative
andiswankwents2 kakubi futhi ;negative
mkivau have a safe one mhlekazi ;positive
pamaponya jonga uyatshisa lomfana 👌👌🔥 ;negative
i for sure know ec doesn’t stand for eastern cape because soze bona kalok… ;neutral
maagarash welele inganekwane 😂😂 ;positive
sphe manenza ngicela nami ningenzele bandla😭 ;negative
vernonnaidoo242 president jacob zuma akanaso iskhathi sokudlala ;positive
superdebeard soze zibuye bro and bayalahla ;negative
itsreneilwemo for umsebenzi hle are you umsebenzi wena🤷🏾‍♂️ ;positive
a si ka khohlwa si country ukuthi khona a ba dliwe 40 on friday night 🤧 ;neutral
sechabakatutu as early as tomorrow akhonto ayithuleleyo no dd there was no need for him to do that making the announcement before the president ;negative
y kambaleki i will rather do second one ndiye phandle ;neutral
ndingakhathazeka gqithi if mpilo wouldn’t win idolssa ;neutral
uwfm88 106fm pastorthedj ei bendiqala ungena ne laptop ebuhlanti skeem kulo december ugqithileyo ei inyama eziryt beziqala kum kweza lalintsabomluleki uwfmbee ;neutral
bdlendle lutho ngibonga umdali nkocyam 🤣 ;negative
kolie yola exactly babe nguye ingxaki la tata… ;negative
my friend just came back from workucinga ku monday ujikwe yi security guard🤣🤣🤣🤣 ;neutral
whereisdebuchy jonga this is what i was talking about wtf ;negative
mbatanematshaya ityiwe kakubi imali yesizwe pha moer 😭😭😭😭no wonder enekratshi kangaka udali 🙆🏾‍♂️ ;negative
gfotebza advobarryroux hahaha lutho amaxhosa ashaya lezi ;positive
maetsebane hahaha hahaha umntwana ka mama ;positive
usiviwe wo jola ude ube wishlist ngo jan bethuna nqandani ;positive
daisythando18 lutho kodwa yazi🤣🤣🤣 ;neutral
tallone ayanda mthatha beingmelo lool its alright bhuti bengingasho kabi bakithibut qinisile indala yona shem ;positive
cela niyeke ukukhuluma isizulu nami ngoba ngiyahluleka ukuzibamba😔ngivesane ngibone sesishadile😔 ;negative
sogama l sabifa zilile straight ;negative
yoh i can’t wait for the weekend ndifuna ulala 😭 ;negative
carwootah lol no but uye uzibone kaloku ehlathini 🤣🤭 ;positive
roundraychel mlota azola lol soze 😂😂😂 ;positive
04octobergang mangethe omnyam kheswa thenjiwe cha lento uzwane ayishoyo ayibalulekile njengamanje mina ngibona sengathi untombazane ulaya ubaba wengane ingakho nje kumele ayiswe enkantolo ;negative
busiswa stemele for how long buyayekwa for one day kaloku ;neutral
ayoungpoetsmind because akulula ngempela😭 ;negative
nges money ubaaa nina nithetha ikaka kangaka 🙆🏽‍♂️🙆🏽‍♂️overhyping players ndayibona kudala man utd aziyazi ibhola ziyayithanda huge difference ;negative
jusaddcream kancane 😂 ebusuku umsebenzi mncane ;positive
boipelokwapeng tshela 95 ;neutral
destinyzee izindaba zase kamereni ko twitter ;neutral
otherwise umntwana wakho uzozithola aku unnecessary relationship ngoba shehe cant cook clean earn a living or take care of themselves ;negative
msaki za noh mina ngicela an acoustic version nje kphela mtanse khaya 🙌🏾 ;positive
nonanda k standard procedure kaloku love of my life❤️ ;positive
sivexaluva thetruthpanther are you listening yourself mfondini ;neutral
what a day siphelile nesingesi sam ngoku ndifuna ijiki qha ;negative
lasgaguphiwe sabcnews akhonto singayibaxiyo kule cowntry ezinye kusenokwenzeka asiziqapheli ;negative
donstein21 njabumabu soze umuhle wena ;neutral
i hope kubande iveki yonke 🥶🕯️ ;negative
thabang84yesno johnmcardozo1 mdnnewss kulele kunye ukube kubili ngabe kuyavusana ;negative
phumz 24 nam bendinga focusanga kwezakho ilali ;neutral
undlunkulu xoli inganekwane leyo his right but no job you will get with no experience of except for learning ;neutral
lwazicungwa ndimidyan hay hela kancane 🤣🤣🤣 nah don’t go there 🤣 ;neutral
haibo official sabc1 i keep seeing these whats going on bethuna 👀sabc1sion ;positive
eskom can still be fixedbut thats not what they thinking of njengamanjethe plan has been to destroy it so that some good samaritans can come amp rescue it like they did saa🤷‍♂️🤷‍♂️ ;positive
destinyzee iskhathi sika mr hansome saphela kdaaala kusele igama nje ;neutral
yintoni inxaki madoda ;negative
swazzinaiter3 humbu30 uthe ned maka khuluma nomamakheyoooh nje i remembered that boniswa got everyone thinking his own son got mental health problems 🤣🤣🤣😭 ;negative
zelahon right now what are u hon g inkinga awphenduli ujwayele lokutsi u are only bright colored crayon in the box engage us if u want our buy in ;negative
vehicletrackerz kwakhona ukuzibulala kuseyikho ukuqhuba indelelo ;negative
th3 official tp sbonge loyomsunu osuse ingozi impakathini ;negative
vulgarianrossj inganekwane 🤣😂 ;positive
lmkonqo selsyl01 iclit kade saythola igspot ethandukba inkinga ;neutral
chimorakabi radio2000 za mnisi wemvula i share a tear listening to him talking about god the way he diduthixo uthi xa udanela ukuthetha ngam nam ndizakudanela jakarumba is not ashamed to talk about god he raves about himif salvation was a person 🙌🏾may god continue to bless him beyond measure 👏🏾 ;negative
hymnbuk of isra bs mnyaka yanga co nam ndifuna ukwazi ;negative
azania599973635 uxolo sis wam i lost my 2 year old in a similar way but at the crèche my heart goes out to you the father and the entire family uthixo ukhona kuzolunga 💔🙏🏾 ;negative
frankwholucas ngicela ungiphelezela ngikhohlwe inhliziyo yami😭 ;negative
hey guys im oscar magaoga from tzaneen limpopo i sell food and freakshakes we follow everyone who like and retweet our work podcastandchillwithmacgwe also host and cater small parties queenstownkingsofjoburg dintlesaps blaqboi bloemfonteinamasibabes blaqboi malema ;positive
yho uxolo guys 😭 ;positive
sowetanlive the real question is sixakwe yinton sizifaka kangaka kubelunguas africans we behave like overgrown kids easily fooled we wont eat nonracialism it is a meaningless political term a pacifier meant to distract africans from real issues ;negative
soze ngybone ngendlela efanayo icheesecake 😩 ;negative
uhmvincent tinazintle lol whats your reason for not dating us im sure isizathu sikhona if you dont mind sharinglol sure we can be friends ;positive
que mtini my aunt says soze ayithathe ilobola yam wonqena into ethethisayo 💀 ;negative
anentiresnack ni alone kakade ;neutral
soltdaily inamba yokudla nje kephi inkinga😅 ;positive
this man is so happy😂😂🤣 i’m so happy for him bethuna ;positive
tyengeni1954 with politicians that can be bought so easily with money the mercedesbenz story hits deep into my heart how ironic that you sir posted the story anyway our politician dont have amahloni ;negative
ms tourist welele inganekwane ;neutral
luthandofuze uqede ulifake ku bag uyo groover nalo ujike ulilahle ku uber with your bag wybohh soze🤣🤣🤣🤣 ;negative
makho v inkinga le ;neutral
nka ngwenya walternkanyiso hhayi bandla 😭😭 uzijulukise ngempela ngenxa yezidakamizwa tolerating the crazy smells in there for a high nah man abazithandi laba😭😭 ;negative
abramjee create vimba in your community this thing of police and law is no longer working ;negative
charlzywalsy shishiboy10 sa crime boze bakuchithise utshwala ilo msantuzo abawenzayo ;negative
guys where can i get white swimwear + cover up kaftan kimono etc asap kuyaphuthuma girltalkza ;neutral
yamkela kakade 😂 ;positive
ixesha lisondele manene namanenekazi ;negative
lungelokm iphi ingxaki ;negative
advobarryroux did king shaka zulu mean this when he said soze nilibuse liyobuswa inkonjane❓mmm🤔 ;negative
olivia yeka umntwana please ;negative
julius s malema your friend mxm ;neutral
lindobubeat loool its you thinking ndiyakthuka 🤣🤣🤣 anisazibhanxi by thinking she owes yall an apology yilindeni maybe nizayfumana in your dreams 🤭🤭suxolisa kum xolisa ku sjava andithi you said you owed him an apology 😭😭 ;negative
that bubble yintoni le ukuyo let’s meet at our spot ;negative
yi pose yakhe yeshori ke le ndibuze pha ku mamakhe ba bby are you sure ba akaphiswa lomntana🤣🤣🤣❤️😘 ;positive
molweni yeyi siyabonga ngokuthi aboshwe waze wasihlaza singomama djsgqemeza mrozawangempel ukhozifmvabs ;neutral
coolacademic zack nator asikho isidingo ngempela ;neutral
yoh ave niythanda iwhoonga nina kancane kancane niyavela ;positive
originaljayjody mfanaka quincy jones ya tshela🔥 ;positive
the njoko epristo gwele zola nkokoma lutho ve articulated my position on the man amp what i believe to be his strategy ve even given eg’s of how past pres’s managed their terms ve also told you we’re kwi 1st week of his 2nd term amp gave him till end of the year what else is there to discuss about cr🙋🏾‍♂️ ;positive
merriammashishi sodlams babeswodumo za xela ndimamele kaloku ;neutral
oh bethuna these housemates ❤️❤️❤️❤️ ;positive
kanti abangani lama outie ngempela ;negative
msotraman sa gp commsafety zwidekalanga01 female driver inoba unamasende ;neutral
sthembiso ubuye engekho still ;negative
bmathandela bhandile mfondini ;negative
mbsvudu bath salts dont hold men bethuna ;neutral
onke38617924 sengimtholile ;neutral
maliqo dr carter sa jonga ngoku leminqundu inje ithule namhlanje nxaaa ;negative
zama52504428 motsekirosah sapoliceservice heres your persongo to pretoria kwa saps forensic laboratory ubatshele ufuna umsebenzi good luck ;negative
mabhutiii ey bakithi 🤣🤣🤣 askies yaz ;neutral
iiamtlotlo zol dont do shit bro these who smoke it amp lose weight be lacing it with sumn else asoze kaloku 😭 ;negative
makitazntombi omunye umfo wangakithi owenza lento eyenziwa yilendoda kodwa yena akabulokothi utshwala futhi akaguli ngekhanda ;negative
siphe kh ikhona ngempela lento neah 🤔ngibona kubhalwe nehawikhi impela ;negative
bethuna stop this please ;neutral
presidencyza eyethe siyakubongelu kumkani im happy that now is your time to take care of zulu kingdom keep it up good work for the country and your people god bless you ;negative
spitchnzawumbi mthombeni chris hay nawe sphitch unenkani nje engekhoyo yintoni na le ikuchaza kangaka ngalo rhulumente wangoku ;negative
david tlale wenzeni bethunana are all those true ;positive
mfoka jobe xa ucinga waybhudaphi unxamalala jobe ;neutral
jonga kuse yiweekend enkulumichaelbucwa made it clear amp official 🍸🍷🍾🥂🍺🍹 nditheleleni something ;positive
nkosivumileduma ngiyasola lana mnaka 😭😭😭 ;negative
he should have had plenty of energy to hit lucille too he could have given her 30 seconds and then he would have had 1 whole minute of sex to carry him through the next 8 months 💀 ;negative
oh am convinced akhonto ilula ebomini 🥲 ;positive
sibusisond kancane kancane ;neutral
bonisile rms personally i would not provoke boni a person who fetches a whole kantri alone soze andiz ;neutral
prepping overnight oats for the first time hope i enjoy this ngomso ;neutral
mrozawangempel yambona uyakwazi ukuthetha lento oyishoyo uyilalela kayi 1 bese ayisho ukhozi fm ukhozifmvabs ;negative
umntu onentliziyi embi umbona ngongavuyi nditsho sekuthiwa umbane ubuyile ;negative
malumerichie welele inganekwane 🤣🤣🤣🤣 ;neutral
mrs argues that she should not be punished for mr’s negligent conduct in conducting the company yena akhonto imdibanisa nala company because she’s a teacher by profession what’s your take let’s hear 👂🏾 ;negative
asa jikwana hay niyandibhida nino tolo soze uphinde undive ndithetha 🤐 ;negative
melikhayal3006 ngoku ingaske ndikhwaze kakhulu ;positive
blxckie mfeth ngicela ifeature ;neutral
tinazintle we judged you for that first one and you still gave him a chancengeke siphinde sithethe 🙄 ;positive
skhumba100 maqhawe ngubane ngokubona kwakho lo amshadayo akamazi ukuthi unje ubona ngathi umangele naye ngendlela enza ngayo kusuke kwenze njani uma umuntu eshada umuntu angamazi umuntu amfunda ngosuku lomshado ;negative
kujabula nina who have a choice mina ngifana nje naye ngazonke indlelameaning someones daughter will be dating my late father through me 🤣🤣🤣 ;negative
