sentence,Final_Label,predict_name
@user eseng kwa mate there is an acquaintance of mine who has been working there for the past10 years you would think thqt during construction phase and all they would start relaxing their laws owai q re ebile go gagametse thata go gaisa before no relaxat,neutral,
@user @user @user eya ntate,neutral,Setswana
@user kante why o bata ke go bloka told you kgang e ya ntena ,negative,Setswana
@user kenale 6 new tse ditona ke itlhetse modisa a hagotse asa ntherisa in his defence le ene are dine disetse di palama bo mmaatsone,negative,Setswana
ga lo sa re lo a maizisa ka go poma tlhaga ,neutral,Setswana
@user nnyaa mma nna ke motho hela wa modimo tota,negative,Setswana
@user ha meeting wame o hela ke a reetsa cute ,positive,Setswana
@user gape o e ntsha pele akere wa tseba gore oka e reverse ba kelemile kudukudu bawe o ka se loke,positive,Setswana
a gona nthwe dangerous go tshwana le go ja de ko spaneng go fisa yeerrrrr that s the worst thing u cn do,negative,Setswana
@user ele gore nna ke mompe thata ,negative,Setswana
wena santse o ja mafresh jaana ,negative,Setswana
@user let alone mayonnaise bogolo ba dire coleslaw salad ai monana yoo o mpeile fatshe ka marago ,negative,Setswana
@user @user marumo fatshe hle,positive,Setswana
@user nah nna ke mo retse a rate other 2 guys a kase ntate kele one fela o tla mphetsa ,positive,Setswana
ha ke bona the container emo right ke gopola gore my housemate o diretse teng mo go yone maloba kere ke sukiri kante ,negative,Setswana
 bengizomxolela siqhubeke bese ngiyoqonywa kubo noma umngani wakhe ngimvove inkani le ,negative,Siswati
@user ke ka go tshela metsi a di ice gompieno,neutral,Setswana
@user haish ba bonya thata amme babereki ba teng ,negative,Setswana
kana slums go buiwa ka rona ba mantlo a setswana ko bo ditshegwane ,neutral,Setswana
@user @user @user @user @user @user @user @user @user @user @user buka imoto bese ubuka amapunapuna the term iziswambithi just explained,neutral,Setswana
yanga celebrations sweep pitso mosimane off his feet ,positive,Setswana
@user araba ka spiti ,neutral,Setswana
@user keko ntlung,neutral,Setswana
@user @user @user @user cha @user uma sidla early kuzogcwala isisu bese u 3 points ungasangena @user our nice plate will be a full 3 points ,positive,Setswana
@user re nwa eng mo tseleng ha go ntse jaana and that s just a one way trip ke ya gae,positive,Setswana
@user @user yaxshi ketsa pensiyagacha jang qilishga ulguradi,neutral,Setswana
gawa tagisiwa ke rona ausi @user araba phone ,neutral,Setswana
 pitso mosimane told us he was tired of everything says al ahly president ,negative,multi
her briyani what aowa ntate sello ,negative,multi
@user whats with the skill emoji o tshega ka nna akere,negative,Setswana
ntate haho nnete e fetang ena ,negative,Setswana
@user le khale bana beso ke ukwa ele thata hore joale ,positive,Setswana
5 louis diremelo6 karabo sefora 7 tshwane legae8 lucky madiba9 lucky kgabideputy provincial secretary1 viola motsumi2 tsotso tlhapi3 lerato sefora4 koketso mogomotsitreasure1 sello lehare2 vincent phusoane3 hlomane chauke4 wendy matsemela lebogang,neutral,Setswana
gao bona a boile jaana o single ,negative,Setswana
@user yes sir betsa pipi o fole ,neutral,Setswana
my 8 year old neighbour told me the same thing maloba ke ha ke go akanya ,positive,Setswana
@user beke ya hao skae beya fatshe,neutral,Setswana
that tall pedi gent who hates bathing showering and tswana girls tlhaga ba go bone ,negative,Setswana
@user thata e go setolla,negative,Setswana
kgang ya motshelo wa di sneakers gae bad bad ,negative,Setswana
@user @user o buisana le tona ya ditlhaeletsano kwa lesotho sam rapapa ka baagi ba kwa lesotho ba go begwang ba epa mo moepong e sa tlholeng e dira e se ka fa molaong le wena o ka letsa wa botsa tona dipotso ,negative,Setswana
@user i d expect someone who has been smart since the age of 4 to know better also ga ke mmo utlwele botlhoko neks ,negative,multi
why pitso mosimane won t be returning to sundowns ,positive,multi
@user @user oska mo araba wena barbara o tsea chance ,positive,Setswana
@user @user kamoso bo zii taabo ba botsa gore ne rele kae gonale kgang ya gore kalangas are acquiring land kaha bo kweneng kgatleng mo dingwageng tse di tlang taabo batho ba makala,negative,Setswana
@user o ne a kopane le katse e e bonolo,negative,Setswana
ne ke ipotsa ao besitse mvana @user o tswa @user thuso ,positive,Setswana
le nna ke nna kgakala thata mo tlokweng ,negative,Setswana
@user nnyaa i m not that i know,positive,Setswana
@user @user so u nahana madaeman bewitched him kapa o baleha ho mo ekelletsa teng ho na le nth oe sa etsahaleng ,positive,Setswana
@user i m listening to his music to remind me how talented he is waitse santse ke tshogile,neutral,multi
it is ntate moholo s time,neutral,Setswana
@user maloba ke ha kere purr bestie ke ha nkare nka kgwa ,negative,Setswana
@user @user hellolol no wena i know you maan shuu ke kopana le wena kamo kgape ,positive,Setswana
@user fa o nwa corona o tla sentle we can hang out ,positive,Setswana
@user hang hang nna ke mokoena ntate waka,neutral,Setswana
@user @user thobela sesi nkgadimeng ke go thieleditxe ke le kamo randburg ke tloga ke ipshina ka mmino wa sedumedi ke fola moyeng morago ga tshwenyega moyeng ,positive,Setswana
mine last for a week bese ziyakhala ke after whuu ,negative,Isixhosa
@user ke ready ho kopana le eona fok ,neutral,Setswana
@user ehe nna ne ke ipotsa gore a wa re ke thuthuntshe hela ,positive,Setswana
@user o tlo tsena ke phefo,neutral,Setswana
@user sometimes we love love things only that we can t afford them re dire jang nna ke a go utwa babe ,positive,multi
@user wa bona yona bare yewe o e hlokomele o katla wa fihla bundle of joy tsatsi le lengwe ,positive,Setswana
@user thata it shows clearly all blocks and their numbers ,negative,Setswana
@user ea teng e hloho li100 ,negative,Setswana
ntate sello thatha,neutral,Setswana
ke kwa phefo,neutral,Setswana
kamoli o tlo thola bail le ena ea m50k ntate metsing took a calculated risk ka ho tla lesotho bapolotiki ba letaeseng,negative,Setswana
@user they result they want wena you think you re the only capable of being objective and impartial in this have made you views about cr clear sit this one out ntate ,positive,multi
@user ke potso e thata eo,negative,Setswana
@user ntlele dikuku ba bangwe ba sale ,neutral,Setswana
@user @user ga jaana ke mosadi a le mongwe fela yo o mo maemong a boeteledipele mo ifp re bolelele leina la mosadi yoo le gore o mo maemong a fe romela karabo ka voice note ka whatsapp ,neutral,Setswana
@user you were once like this ntate shilowa ,positive,multi
@user how long has been ati catching attention le gone the wrong attention for that matter where is he now with that where is he booked besides di v show and a few local shows le advicer jang tota there s being yourself and selling your craft know the dif,negative,
@user @user onale di emotions tsago tshameka,positive,Setswana
@user @user @user this thuma minions are boring,negative,Setswana
life is all about taking risks setse o risk gale ka go tshela if you just sit there afraid of change or taking risks you might end up like most grown ups our parents risk and create generation wealth ska nna mo comfort zoneriska ntwana,negative,multi
@user ke simolola go mo sala morago,neutral,Setswana
ke tshaba le ho robala what if dilo ntsha ,positive,Setswana
@user ke bua ka tse ke di ratang thata,negative,Setswana
@user kore ya nong lere setoko kgakala e ke otlhopa lebokoso kgotsa chelete keba rata botlhe maar1 must be sihle zikalala ,negative,Setswana
@user thutlwa le mmutlwa ,neutral,Setswana
@user aona spane thata haosna degree,negative,Setswana
@user @user ska lela e ntsi tlhe papa @thabang im kana jang ,positive,Setswana
kuku ya mang jaanong ,neutral,Setswana
@user just for ntate ramaphosa i wish it was 2020 so all matlakala will be removed from the anc this man has big plans for south africa many anc evil members want him out so far no man can match his iq i wish all he plans for the good of this country this,negative,
@user kandibuyisele leyo ngiguna ukupha u r5000 ohlangene bese akatholi naphantsi,neutral,Isixhosa
ae kitso ngwana wa modimo le mo utlwile gore tota ene he is just living ye ya di lesson tswang mo go yone ,negative,Setswana
@user bona hle baka u makatsa he,negative,Setswana
@user i don t know ke ne ke tshogile,negative,Setswana
 not everything works out - boitumelo,neutral,Setswana
@user ke ea ntate shao ,positive,Setswana
@user thata hela,neutral,multi
the girlies need to stop telling us about their sexual experiences with people ha re lebe batho sente ha re kopana le bone my friend was telling me when someone gives her head nkare ngwana a checker gore aa tee e santse ele mollo i can t look at them the same,negative,Setswana
@user mkhaya akayofesa athole itoroh bese eyoqasha ,neutral,multi
@user i saw i am just saying dipotso tseo annoy me,negative,Setswana
ntate @user your people not us are saying you are anc 2 0 ,negative,multi
@user xikwembu xa radio nina wena niri kwala ka mavambe i huma nyuku,neutral,Tsonga
guys mina ngiya gyma i m letting letting everyone know this cos angfuni ukuthi mase nibona ibody e right kmina bese ningibuza o who is your doctor ,positive,multi
@user thaaata i mean even fornyou to qualify at any mine degree ke minimum qualification so ke ipotsa a reng tota and not just any degree,negative,Setswana
iskhohlakali bese siyathula and not reciprocate in his mind ukudla imali ,negative,Siswati
@user @user @user wena o dipotso ke batla go tshega ao ,positive,Setswana
@user o tshega tshega hela rra bo khoza ne ba sa dige sepe,positive,Setswana
yona bese ibuyaphi vele ,neutral,IsiNdebele
@user la tshwana nyana mo,neutral,Setswana
@user @user @user twice even bese he tries to be smart ,positive,Setswana
@user sekgoa kae kare stop pouting for corruption le ha o kasekang wa e supa teng jaanong wena ka ware ne ale corrupt pe wena what did he do ke raya ka go supa o dumalana,negative,Setswana
@user o godisitse jang wena ,negative,Setswana
@user ga ba tshuba matlakala ba tshuba bosigo,neutral,Setswana
gatwe ke tshela petlore thata ,positive,Setswana
liverpool kana e tshameka tlhabela pele thuuu-thuuu ,negative,Setswana
@user waa tshega akere kana ntse o ntsoma ,neutral,Setswana
@user @user plus se ele motho wa manganga le ditlhare ,positive,Setswana
@user no the whole of last year i didn t take leave because of shifting ele ya covid ne re hiwa malatsi a mahala akere,positive,Setswana
@user @user lol see what you did there nako yengwe go ne go araba dilo absentmindedly nako yengwe ke for work sake no emotions nothing,negative,Setswana
@user ho tlo loka ntate ke batla december mona u be u ntjoetsa hore ke tlo nka lehoetla ,negative,Setswana
ntate sello maake coming through ,positive,Setswana
@user mi wu tshega otherwise u ta tshoveka,neutral,Tsonga
@user ngiyaku tshela wena,neutral,Setswana
@user thata i didn t even know about the event until today,negative,Setswana
@user haa tserwe ke dira jang ,positive,Setswana
@user tlasa sefate ntate,neutral,Setswana
@user @user amme ke maaka gae tsididi ,negative,Setswana
@user nna re ntsha koma arene nako ya dilo tsa majekane,negative,Setswana
@user @user where do you live ausi that thing oreka cold drink please ,positive,multi
@user kante mme lona ka 210 lare ne le le kae sentle ,negative,Setswana
i hate people who make promises they wont keep unprovoked @user is one of them thuma mina yho there was no need ,negative,Setswana
@user wena sontse o boele fela le ntate ole wa ko kimberley o tswe mmo dilong ,negative,Setswana
ati areng nebathong a sia dipotso jaana ,positive,Setswana
@user @user @user jeeerrrr o kgakala man,neutral,Setswana
@user mme kana ga ba bue details ba re le thata hela ebe ba tswa mo tsone o ta ikutwela ko pele,negative,Setswana
@user ba lapisa jang mma ,neutral,Setswana
@user lol yeyi kante o mo utlwile ntate ole ,neutral,Setswana
maybe that foam bath was a sign yagore gonale motho osa tlhapeng sentle ,negative,Setswana
@user @user @user mhm ro kopana le people s home fa batho ba bo he ll never do that to me ke utlwa ke tshaba,positive,Setswana
go rumulana ke nngwe ya dilo tse di mothofo fela thata mang le mang aka iteka a kgobola kgobola sengwe,negative,Setswana
@user for exle nna ke wela ko gotlhe mos ,negative,Setswana
@user @user yebo di exceptions a teng so you agree then ,positive,Setswana
@user madume @user @user le @user batho bame bake baratang thata kele utlwa klarrr11 9 @user kuruman ,positive,Setswana
nge tshwana @user ,neutral,Setswana
@user inkinga ilaphoke kuthi ngoba siziqhenya ngobuzulu bethu bese nithi asazi lutho ake ninake okwakini ngoba even politically we seem to be the only ones that know whats what,negative,IsiNdebele
@user i didn t see you tweet about this racism ntate black like me la swabisa bo herman man nxa ,negative,multi
mo ke bogogorwane gatwe tuchel o tsenwe ke eng jaanong ,positive,Setswana
@user nna ga ke batle go bua thata a video eo e goroge ko whatsapp ,negative,Setswana
@user owai i make my male friends carry my purse gase kgang ya marking territory,neutral,multi
