tweets,labels,predict_name,Unnamed: 3
@user not gore rona re bontsha ma authi mehlolo cos golla lona mos,negative,Sepedi,
@user  khosi im so disappointed i tell someone last night gore seema wants to knock us 1 nil and close the shop at the back it was their mind game f,positive,multi,
aowa kgopela re tlhape tu,negative,multi,
@user kante wena monna o nontshiwa ke eng,negative,Sepedi,
@user this happens a lot ko mogaeng ithele ke ipotsa gore kile ba bona moloi kae,negative,multi,
@user katse e esetshwakga always sleeping,neutral,Sepedi,
le tshwareng banna ba lena le basadi ba lena because nna ke twin plug,positive,multi,
@user @user re mmogo ya lla radio mo majakaneng 10 bigger go gola boitumelo mariri ko midrand sam mosesane ko shaleng le lydia maake ko hekpoort ba gole ba gole,negative,Sepedi,
@userwhere is he malema dumped him in soweto so no accommodation in sandton by the way malema is busy with pregnancy tests for his cows in his farm that he bought while you idiots ar,positive,multi,
@user bona o innocent jwang mara bula molomo,positive,Sepedi,
@userforeigners are feeling the heat people are going back to harare siyabadudula,positive,multi,
waitse o kgona go tsamaela face e go tla go gana yone fela,positive,Sepedi,
ke kind regards fela nou,negative,Sepedi,
@user @user okay ke tshwere gore shes realitys person jaanong sepoko se rileng,negative,Sepedi,
@user tjoo jaanong wena o na le mathata a le mantsi tota,positive,Sepedi,
@user @user ene e monate shame,positive,Sepedi,
@user  i dont believe she thought thato would survive over mpho,neutral,multi,
@user ga o bone ge ke tshentshitse morafe,negative,multi,
gwa swana sellallane o jele profit,positive,Sepedi,
lena le lapia mokekolo wa batho,negative,multi,
@user aska tsiyela nna ke jelwe yerr,positive,Sepedi,
ke rapelela family ke include le di enemy,positive,Sepedi,
yall thato and gash are role playing a first date please before you start with your agendas phela these streets are slippery,negative,multi,
@user ohyoure still in portugalphela you travel you lol,positive,Sepedi,
@user le khona bjang mara,negative,multi,
when the ethiopian community offered 100m for protection turned into a panafricanist who rejects borders just in case you are wondering why the face of drug dealers is suddenly now the south african poor like ntate ramerafe,neutral,Sepedi,
mara why ka mobicel bathong,positive,multi,
@user the money that you always have on your savings forget bout it the moment you start drinking you gonn be broke black person bjala bja tura,positive,Sepedi,
again nna ke ready re tla bona pele,positive,Sepedi,
mona ho tsekwa borena ba botshabelo,positive,Sepedi,
@user @user lenna taba tsa batho di monate,positive,multi,
bathong nothing about our president not being dead gape mk gana le two minutes already he is firing he calls be big dogs that di mine taking that impulsive rhadebe to be the deputy aowa hell is breaking loose,negative,multi,
@user  bathong lona tlhe,positive,multi,
@user ya lapisa bereka mosadi wa e bona you wouldnt want to look at me twice ke tletse leswe,neutral,multi,
ha u re heps u fumane e le beke ea boraro,positive,Sepedi,
@user mona kene ke supa ntho tse ngata that we get wrongmohlala hona ka mokgwa wo batho ba bang bare the guy wa please call me got millionssumfin kaofela got a house what are the bases of that comparison,positive,Sepedi,
ke thikanoi go swana le la nthu ka sereto ke moloto bopelotelele bja ka bo lekana le r 573 mmila kgoparara wa go nkia gae ga mahlako a moloto ke thaba baditi,neutral,Sepedi,
kgaetsedi kua bogadi ge oka se mese skwiza ka treifute oka se survive mxi struu,neutral,Sepedi,
so swanetse keo bona batho ba ke ba tshepisitseng kamoka so that ditsela tsaka di bulege,negative,multi,
@user grated ebile ya utlwalega,neutral,Sepedi,
@user bjale lena le swele yengwe neh,positive,Sepedi,
if hao batle ho hlapa meno antshe,positive,multi,
@user no wonder o rata,positive,Sepedi,
@user hope you have a speedy recovery glad that you safe as well,positive,multi,
@user if their start up then 20k if their already sorted then any above the 20k but usually we find di 30k i dont think lobola should go above that amount i mean we not in the business of making profits mos i heard xhosas start from that 30k,negative,Sepedi,
@user monate wa teng ore nongonongothwaa,negative,Sepedi,
@user kgopela go tshwarela bag ya di usb for tour,negative,multi,
@user @user ga ke mo tsebefor sure a go bolele ka wo a tlo dirang gore ke phaphe motho ka slepe a ke re,positive,Sepedi,
@user @user aowa mfethu akere sa mmata hao ke sa hao,negative,Sepedi,
@user @user ke yona drunk tweeting eo,negative,Sepedi,
2 years down the line and we still dont know gore covi 19 e tswa kae and what caused this deadly virus,positive,Sepedi,
@user god bless you buti,negative,multi,
@user rona kana e etla gape e jewa ke bo sleepover,positive,Sepedi,
@user@user i absolutely get it and kere ba tletsoe ke papali but bahaisane bona haba tloha hoseng feela se ba etsa qeto ntle le warning,positive,multi,
kana today ke tsatsi lela la 1 beer ko europa,positive,Sepedi,
@user bare guy ke clout chaser nna ke tla tshwa ke bolaya ke di fave tsa di clouts 1st ke kidd no ke bu,positive,Sepedi,
@userthank you so much champ selepe,positive,Sepedi,
@user kana ame a kae ke tlaa goa batlela,positive,multi,
@user @user tjo atsamaya a kokotela batho,negative,Sepedi,
@user @user must we start calling you mr fouls bro wakayou seem to have figured this market outkeep plugging the masses bro,negative,Sepedi,
one thing i know is that mphowabadimo will never win the 2meter ee yona i bech kiise,positive,Sepedi,
@user oo ge a kao loma otla tshwara ke rabbis,negative,Sepedi,
@user thank you toby hope you have a wonderful weekend,negative,multi,
@user @user nka lla gore dont ever wanna go out le bo tsa moo robala ko koloing,positive,Sepedi,
@user @user ama priorities my sleep naledi mogadime,positive,multi,
@user@user @user you claim is invalid just look at how a lot of kids in gauteng fight for schools with foreigners are those school also private,negative,multi,
@user ebile ere ke i wele byala,negative,Sepedi,
@user im hereho iteka keng maam,positive,multi,
@user imagine ebile different ds yoh,neutral,Sepedi,
@user congratulations you deserve it ngwana wa  gesho ,negative,Sepedi,
@user a tlo go bolaya marega,negative,Sepedi,
@user wena monna ke batla go go jimela pila gore motlhang ke kopana le wena ka race o bone ka mo tlase ga diteki tsa 40 le race number e nyamela mo pele ga gago,positive,Sepedi,
@user tlo ka take away otlogelentho tse ngata,neutral,Sepedi,
@user it was interviewnkabe o re jwetsitse gore re atomele ka di for morning picnic,negative,Sepedi,
@user tla ke go tshwarelele tshelete ao,positive,multi,
@user be a nyaka o eba moshimane a itshola,positive,Sepedi,
@user di tattoos di kena kae bathong bamodimo,negative,Sepedi,
@user gabamphaaowalete mmata ke nale 60 fela,positive,Sepedi,
@user ke episode ea neng,positive,Sepedi,
@user go thata banna baba mthetwa,negative,Sepedi,
@user hakeso bone lipina tse etsang batho ba thabileng joalo,negative,Sepedi,
@user @user were happy when youre happy lesego have an amazing week,positive,multi,
@user @user i know hey lifetime task lena,negative,Sepedi,
lunch ya mosadi wa sereto,positive,Sepedi,
tota ne ke ya kae ke saye lapeng,neutral,Sepedi,
ke ta thoka go bolawa ke mangole yang raagwe lone a thaba kgomo every holiday haii,negative,multi,
@user angkhoni ukwenza njalongingafa ma ngikuzamaumuntu emele ebekwazi about mrs ca due diligence,positive,Sepedi,
@user  ba mo warnee akere n u know leso legolo ditshego broer,negative,Sepedi,
found a p 50 on my phone pouch i feel rich ka go reka sparkling wine and tulips tomorrow,positive,Sepedi,
@user wena o tlo bolaya ke nonsense 1 day struu,negative,Sepedi,
la mpolaya ge le le busy mo le lwela taba tsa bathobona ba lokisitse nakweo lona le blockani ebe la tshepisana le matsogo la bitsana di dumb bitch,positive,Sepedi,
@user @user hake motho oa fashion ka nnete,negative,multi,
badimoba mojolo re kgopela tswharelo aowa lere furaletse,positive,Sepedi,
@user i laughed so hard like aow nana shem,positive,Sepedi,
@user eyii ake ni voutele ugash without mentioning mpho yoh safa,positive,Sepedi,
@user @user bathong karabo even ramaphosa said it himself,positive,multi,
@user @user go rileng my girl,negative,Sepedi,
lesedi kganya if theres any cloth youre looking for and cant find it let me know those who need to buy beads in packs please let me know before the 28th kind regards whatsapp 014433698,positive,multi,
@user wa bolela janong mosadi,negative,multi,
i keep saying gore le tlogele twitter gents,negative,Sepedi,
@user why osa poste medal wa ko overkruino beile moh fridgeing,negative,multi,
@user dineo ranaka lerato first,positive,Sepedi,
ele gore hale reka make up o tshwanang le letlalo la lona ba hanakapa lere tlwahela hampe,negative,Sepedi,
e sehlabelo sakake nna ka sebelejeso morena kao se amohele,neutral,multi,
@user lmao batlo tlhatsa gala,negative,Sepedi,
@user next time dira small blocks otherwise you on the right track chomi,negative,multi,
hase lack of communication motho wa hae omo kgalemetse sao qetela ka wena,negative,Sepedi,
@user ba go rotile go bopa kgomo ya mmopa,negative,Sepedi,
@user feela ke eno oa bonahala gore ha a tsebe ha a ipuele nnete re tla mo toarela,negative,Sepedi,
@user i have no idea bagolo ha o ba botsa bone ba bolela gore o ba hile dikobo,neutral,Sepedi,
@user  ke motho wahao fela geke comment,negative,multi,
@user gwa nyiwa rona di femme a ri di tsene,negative,Sepedi,
@user some 1 yr old a re o robetse le bana ba batho without protection,negative,Sepedi,
important to understand that theres someone for everyonebothata le nyaka di baddie ka persal,negative,Sepedi,
real men are dark nagana o nametsi ke monna wa serope sesi yellow,positive,Sepedi,
@user re mmogo mosalmost there,negative,Sepedi,
hair can also be straighten or curled upfrontal wig r 3680,negative,multi,
@user seka re ha ka go bolella,positive,Sepedi,
@user  so ke tsotsi ya mosadi,positive,multi,
@user wa tla wa nstressa imagine server diatima and i must create content ka nako eo,negative,multi,
@user time frame ea bonyane boo e fella hokae bonyane,neutral,Sepedi,
@user lol looks like ke kgaodisa pelo i have to start eating more and ke hlape gabotse,positive,multi,
ke bo a di video clips tse mmalwa batho ba loma ke ditaumara le a tseba gore ditau di rata nama e soft mara and di elatswa pele di eja jerr and dibe di fihle le maragongplease le ge le ka thaba le se bapale kgaufi le di tau kua di zoo,positive,multi,
gashers are super strong to think we were splitting votes between thato and gash and still managed to place gash in the finals,negative,Sepedi,
@user  le nna ke nyaka go tseba,negative,Sepedi,
@user @user mara o nkwele akere fana,negative,Sepedi,
re ja ngwana re ja bambi,negative,multi,
o bona hao kare october,positive,multi,
@user ha ba jampisi these men gore they are young bothata ke ha motho a bonahala gore hes a kid yhoo haa aa,negative,multi,
@user @user le lwana le mang ka gore kare o borile nna naare and never said yall,neutral,Sepedi,
@user they working on giving putin hitlers mantle,positive,Sepedi,
@user bb hona le matsetse jwale mali aka a monate li tla nloma,negative,Sepedi,
guys your mothers are emba papa ssing yall i mean nobody asked about you but mmago ke oo bolela ka wena because why ke wena fela o montle o gaisa mang ka bontle gone,positive,Sepedi,
go a lla ko pilediwa by my hood tlang le ntshalleng le ngwana kantswa gole monate please,positive,Sepedi,
@user eish vanhu mi moya ya vona ya xanisiwa straight,negative,Sepedi,
@user heish re mo mathateng,positive,multi,
@user le maaka dilo tseo dira ke badi 15,negative,Sepedi,
makapanes velly approve you bra yaka betha fela joh ah w bolaya,positive,multi,
@user  nna ke ikhomolete ka nnete,positive,multi,
@user azange ka bitsa marete jwalo ka tsatsi leo,negative,Sepedi,
@user wa re tlaa signature big story,negative,multi,
@user @user sifike ezandleni ezi right phela,positive,multi,
@user 5050 akere ngoaneso empaaowa u ntse u ka ikopela mohau ka lapeng,positive,Sepedi,
@user @user o tseba pila mara if you order ahead of time its a different story nonetheless its worth it right,positive,Sepedi,
@user smh legone kego biditse monate jang mo tweet ya teng ke kopa 24 ya savanna,positive,Sepedi,
@user pina ya mo ralla ko teng o mo gopotsa mongwe,negative,Sepedi,
@user @user lona leisa lenyalo,negative,Sepedi,
@user bathong batswadi ba lapisa shem,negative,Sepedi,
@user happy birthday my g hope you had a dope day,negative,Sepedi,
@user good morning weo gape o tloga o ke latswa menwana right through,positive,Sepedi,
vele bana ba physics kgale ba le dom,negative,Sepedi,
cooking is subjective just like humour you see nonsense i see a meal that has potential and both our takes will remain opinionsbecause we dont really know what the food tastes likelet thato cook please,positive,multi,
@user batho ba seshego ke di mphenyashilo gape,neutral,multi,
@user @user thank you dikeledi,neutral,multi,
boloi bo bonelwa mo twitter malatsi a re nna re gatile menwana,negative,multi,
kgang tsa nyena gompienogoodnight im going to tiktok,negative,multi,
theres this one friend of my dad that really thinks ke stadium kamo they watching a match bathong leshata la teng abegi,negative,Sepedi,
@user the comfort zone my favorite shows is ondumelang ditsala tsa me le wena motsamaisi wa thulaganyo ya rona e monate@bambo_johnson dumela tsala yameyou starting on a high note,positive,Sepedi,
batho be re lo bakhetha,positive,multi,
@user bathong tshepi o ragore le o go tsetseng tota joe,negative,Sepedi,
i kinda miss wearing wigs again but this heat also having to sit in the mirror and glue down your frontal for what feels like 10 years aowa,neutral,multi,
@user mpho reminds of tokyo ka money heist,positive,Sepedi,
@user ke di rights tsa bona gore barase,positive,Sepedi,
