sentence,Final_labels,predict_name
@user @user @user @user ke tseba mathata ao hantle a rona ba mahlole loting ena ea ho palamela bese ka makholo a maloti ho lata ntho tseo re ka romang fono kapo computer e felletsoe ke nako mpe ke reke printed copy hoba,negative,Sesotho
@user @user e be re makalla maparamente ha a iketsa bana empa re tsoana,positive,Sesotho
@user @user wena kgale ko botsor matota a mofuta o a tletse ko marapyane,positive,Sesotho
@user @user re ea mo lebohisa kannete,neutral,Sesotho
so steve is not really loriΓö£┬╗Γö¼Γò£s dad but her step dad marjorie seems very interesting at this point kingpin brother where can i watch the full documentary,negative,Sesotho
@user empa entse ele hona moo quthing,neutral,Sesotho
@user @user @user banna ke sa tla tseha mang ha bantu e bapala @user e se ke be ea nahana le ho mo nka shoa ke pelo,negative,Sesotho
go bata go chaisiwa ng ng,neutral,Sesotho
@user ketlao etsang ka heel ka hanong,negative,Sesotho
@user makoti o motle gore,positive,Sesotho
chelsea got walloped 1 today mme le didimetse ka kgang ya teng theres not enough hate and im not happy,negative,Sesotho
sehole sena sa norway se ea pota joale ekare man city se ntse le kotsi joale ha jude a fihla re tla e etsang,negative,Sesotho
@user ho chong wena ha o motho a etsang moferefere,negative,Sesotho
@user @user @user gare gonne mme nkare go na le tsamaiso nngwe from the mans side my brother ha ke itse re tla utlwa ka @user,positive,Sesotho
@user semonkong ha morena leloko ke batla hotlo lula teng ke alose tsoene tse kholo bo raqhoe tse putsoa mekokotlo tse mona tse lulang holima lifatebanna ke qala ho bona botle bo tjena hle,negative,Sesotho
i hope thuso le dimpho ba tswa tronkong go sa le angelina because of what she did to paulina,negative,Sesotho
@user joale le tla etsa joang go out pula e na le tla kula guys,negative,Sesotho
@user like a real mosotho,neutral,Sesotho
@user who are you in anc position thuso,neutral,Sesotho
@user @user ore nahana feela se ho tshepetswe ho wena,negative,Sesotho
@user @user hantle lona le tseba bo mang na bonyane enoa ke ea mo tseba,positive,Sesotho
@user rihanna chris brown and bruno mars theyre the only ones i know che kanye kea mo tseba empa ekare o tloha a shomaela le nicki kea mo tseba empa ha ke rate lentsoe la hae nka teneha,negative,Sesotho
Γö£┬╗Γö¼Γò£le letswai la lefatshe empa ha letswai le ka tapa le ka tswaifatswa kang,positive,Sesotho
@user @user ha ke tlo ba leballa u nahana why ke le consistent ha kana bo daeman everything triggers something in me no daeman are triggers,negative,multi
@user aikhona le uena u mo utloile na leleme le ne le hana ho paqama joang,positive,Sesotho
@user ho bona kea ho utloa ana oa li sebelisa,negative,Sesotho
@user megahertz tseko mokoena ke dutse le thobile molaba re mametse radiobohlokong bethlehem,neutral,Sesotho
@user @user @user bata have 22 century in t20 just check,neutral,Sesotho
@user o tla kgona go hlokomela babusiΓö£┬╗Γö¼Γò£,negative,Sesotho
happy friday shout out to kgang yameand teposky,positive,Sesotho
@user le nna ke batlo ya kasi flop chelete gae teng,negative,Sesotho
@user ya kopana kgang ya teng,neutral,Sesotho
speaking of classification you need to understand i classify myself as a mosotho melanated individual from the vagina however iΓö£┬╗Γö¼Γò£m from a family that speaks pretoria colloquial pedi an african descendant i hear zulu is a person from the cloud but we mostly zulu original,neutral,Sesotho
a lot is going on right now go bata motho ela a ntse a le ko dikhoteng,negative,Sesotho
@user o robale hantle oukwa,positive,Sesotho
now when you are comfortable enough to come to me o tlhoka thuso or an ear i assume we have established some sort of decorum gore at your need and most vulnerable time you can call me and i will answer,negative,Sesotho
o mphe moya wa lesedi wa bophelo le maatla o ntebatse tsa lefatshe lena tse di tlang kutlwisang botlhoko,negative,Sesotho
@user sj di bethile mfethu ka nako ya rena we had glenzito on the decks ryder josta le maphoroko e le bo majaivane ko dining hall,negative,Sesotho
@user o taabo o congratulatang tota se o se itseng,positive,Sesotho
@user ebile o rata ntho eo a e etsang,negative,Sesotho
@user @user akwande ma batsho uma ngu nabani amuhle kangaka khoseni qaleni madoda,neutral,Sesotho
amme goa tlhokahala go tswa mo lapeng in this weather ne bathung,neutral,Sesotho
@user hao nka mpa wafa maqheku ho tloha ka 60years nka leboha haholo,negative,Sesotho
nahana ke tsamaya ko tshelwa ka bakete ya moroto,neutral,Sesotho
ska sheba batho wa ba nyatsa modimo o sa ba kopanyetsa dintho tsa bone,negative,Sesotho
@user @user reya o lebohisa ntate maphale empa lenna ke kopa ho tseba hore tshirt eo nka ethola kae,neutral,Sesotho
@user ke u thola hantle tjena and my statement was ekare ho thoe nentse ke lietsa before nentse kesa interact akere kapo hona ho etsa tweet tse makatsang therefore ke nka e le hore your argument is baseless,negative,Sesotho
bodese ko hlokomela jou bebe,negative,multi
@user thuso wena mara le babalaza yaka efedile,neutral,Sesotho
liesl o motle hona hoo,negative,multi
@user this is you hoseng,neutral,Sesotho
@user @user @user otla etsanggo to grade r n learn english basics jou moer,neutral,Sesotho
@user they dont gafba ntse ba nahana ho kena mmusong joang,negative,Sesotho
@user @user can i have the backdoor plug i can inbox you if usaba utsho in public ka kopa hleng twee tswee,positive,Sesotho
@user moes tseo di betere di 2 woolworths eo ke price ya bra e one,negative,Sesotho
empa fela kere ke mabele ke gasame ke tlhoka oka nselang,neutral,Sesotho
@user ba mo etsang abuti mazambane,positive,Sesotho
@user shame man mme kana ha a ikaeletse go nayala o tsile go nyala ko a batang teng,positive,Sesotho
@user o le motle tje,positive,Sesotho
@user @user @user i am also panicking but @user has advised that one needs to download their ticket and it should be sufficientno screenshot though downloadhauweng,neutral,Sesotho
@user hahahaaha ke nahana butha buthe hobane teng ebile pula ene e na maobane,negative,Sesotho
i am convinced that if you push people beyond threshold theyll act haeba ke rona bacha ba basotho ba ile ba ema meleng ba etsa khetho,negative,Sesotho
@user go bata o cheka ba spatela my friend ga wa tsoga,negative,Sesotho
@user @user u no chesa kae haholo,negative,Sesotho
lona banna le ntse le reng hantle le hopola ha le entse lerata le entse sepaleholo ke la molata maoba moo,negative,Sesotho
@user @user kaloku andile said they called him to respond mna im just saying what they said on the showered yes they might have cook the story bit andazi all i know is what i heard and andile is the ones who said they called rob to respond to th,negative,multi
@user o dumelana le gore e nne 5pula akere,negative,Sesotho
@user @user is that the best you can do o nahana ke tlo hlabeya ke sebunu se o se buwang,positive,Sesotho
@user lol the truth in this pirates was like that guy who you love but always disappoints you next thing youve got hope then it hurts you even more empa nou nna le pirates are on good terms never dumped it but we was on a break,positive,Sesotho
@user a keke a soenya le na le ena a bona na le sebetsa joange tla ba boithuto bo botle,negative,Sesotho
we having gin and juice le makoti wa heso mama cant know we drinking otlo bone he etlo re etsang,negative,multi
ostout nahana feela proof,positive,Sesotho
@user @user ke mang tlheng,neutral,Sesotho
william sejake and lebo sekgobelas rendition of morena oba etele remains my favouritebophelo ke wena fela empa batho ha ba tsebeba lahlehetswe ke tsela ba kgelositswe ke sebetadima bomadimabe joa ba sa tsebeng thapeloo ba romele diabi tsa ditaba tsa bophelo,positive,Sesotho
lona banna @user etsang le etse verify my pm sicheeee,neutral,multi
@user thato ya haotheola moyauzube namimodimo wa boikanyodula le ronakabelo yakanyakallangtshwarelo ya dibelion of judasefapanongmangeloike nale modisamoya wamitiyang morenenghallelujah mdumiseniampitsamoya ka jehovaboholo ba haoholymajestyigama,negative,multi
@user the false accusations tlheng,negative,Sesotho
@user ha ele hantle,positive,Sesotho
@user why ma dc a nahana aka balehela ka ho bonais she a sell out,positive,Sesotho
@user bloemfontein celtic loosing 217 telkom final to wits vincent pules last minute goal nearly gave me a heart attack siwelele will come back one day hela yaalo saan,negative,Sesotho
tlang le ntsee le nna ke bata goya swimming,positive,Sesotho
@user @user kapa re nahana haholo,negative,Sesotho
@user ke sone se kesa itseng gore o bata go reng,positive,Sesotho
@user @user le qadile hape,neutral,Sesotho
@user ntate matekane kea u rata ntate keo kopela tataiso ea leholimo mosebetsing ona o matla oo thakholang reo tshepile ka botho bohle ba rona re utloa eka re qala ho hema kamora lilemo tse ngata tsa ho bupetsana,negative,Sesotho
@user ko gonaleng chelete enchi darli,neutral,Sesotho
@user her response empa ke itse kea robala,neutral,multi
@user rena we paying1500 plus1000 for transport,neutral,multi
kanti batho ba etsang e kana all i do manage my anxiety and study,negative,Sesotho
ao banna le joang mara,neutral,Sesotho
@user le bona ba ke ba kreile ba kgona ke llela di price le gore o nahana gore o kgona a lei one ke shap mo keleng,negative,Sesotho
@user @user ke mosotho ke khanna a gp registered karikinyana joalo ka amang ma weekend iΓö£┬╗Γö¼Γò£m a target ha ke le hae ha le lokisoe lekala le bosebeletsi bohahlauli ha bo khothaletsoe ka matla ohle le ka mekhoa le maoala ohle,positive,Sesotho
ke weave tsena tsa bona tse etsang ba nkge maoto hloohong,negative,Sesotho
@user look at god tlheng,neutral,Sesotho
@user @user ne ke batlile ho comment something similar empa ha ka re ke se ke ka ba phehla marole,positive,Sesotho
@user taba engoe ke hore na hobaneng re nolofalloa ke ho etsa lintho tsena kaofela empa re hloloa ho sebetsana le governance ea tsona,negative,Sesotho
@user tshepong ho sooe kaofela ho tloha ka mookameli hoea leho basali ba sebetsang gateng ba nkang mocheso,negative,Sesotho
one thing about me hake reke sefahleho,neutral,Sesotho
@user na ke tseba fela hore chelete ha ele teng motho a batla thuso kea mofa,positive,Sesotho
his dick game prolly good coz aint no way lori gon fumble b for this nikk,positive,Sesotho
@user lol emela 6 hoseng,negative,Sesotho
@user @user banana ke dintho tse seleng,neutral,Sesotho
@user @user @user @user morning sehlopha,neutral,Sesotho
@user ke nahana byao ro nna kae,neutral,Sesotho
magadi aise a goroge ko lapeng,negative,Sesotho
le robetse hantle aker,positive,Sesotho
tshoara nannya ya hau hantle e tle tsebe ho khutla ka january philly o e otla nanny off ka beke kaofela,negative,Sesotho
@user eseka baka ngola hantle modimo a baetelle pele,negative,Sesotho
@user empa ke laiti yahao,positive,Sesotho
oi vey yall lolas film is called naledi not lesedi,negative,Sesotho
@user ke hoseng papi mo tshwarele,neutral,Sesotho
@user @user ba itse makunutu a rena,neutral,Sesotho
@user can never be me this is definitely why iam single @mpholento ke nahana o ko zame16 years,negative,Sesotho
waitse kgang ya ditshwang e mpeile hatshe,positive,Sesotho
@user ahahahahaah maobane ke nahana no pentse me u sa tlameang ho penya,negative,Sesotho
@user @user wena o nahana ska die man o domkop mpela,negative,Sesotho
@user nahana13 hour drive for a weekend stay,negative,multi
@user @user third time kuyo khetha wena with ease sina yonke into onΓö£┬╗Γö¼Γò£gayi cabanga,positive,Sesotho
ikhutseng tlheng pula yana,negative,Sesotho
i was reading his interview on soccer laduma and the way he was talking about his love for football and his humble beginnings lastly i was also impressed when said the he analyses all his past matches with his dad since then ive been paying attention to him and his games,positive,multi
re squezeng inΓö£┬╗Γö¼Γò£le rena re nyaka go ba gona mo industringΓö£┬╗Γö¼Γò£re lokeleng,negative,Sesotho
le utwana le go bolawa ke tlala akere,negative,Sesotho
@user hawu but you still going to watch it and support thuso,positive,English
@user o motle leadershipperiod hope you have a fabulous birthday,positive,Sesotho
@user crowd pila pila okari ne e tletse go utlwa gori di 350 ditlo bereka byang tsa di gesi neditlo deraila modiro,negative,Sesotho
i hope ha ke bone hantle ke bona local media e suthumelletsoa koana sabc e fuoa free reign ha bahlomphehi ba ntse ba kena,negative,Sesotho
leratochomie my boyfriend is taking me for grantednthabiaowa chomie eya police station o mo direle stop order why ao txiela chelete ya grant,positive,Sesotho
@user @user @user lea nyaa hee lesotho hase tenth province ebile letla khutlisa all of fs and borders and fences must then extend to lekoa letle le tsebe hore lesotho ke kingdom ha lele botsoa tjeo le nahana ke eng eka lokang ha reka kop,positive,multi
@user o tla bolawa ke tlala,positive,Sesotho
@user ke a reka ebo ke boela lapeng,positive,Sesotho
@user @user recently they were signing re morata kao fela in nasrec its hardly a month now they are killing each other,negative,Sesotho
@user again its all about time management haeba u lo bo chupa you make sure hore hara beke after class you gang bang the books,positive,Sesotho
@user @user ke one o nontshitse ko malaysia ka lockdown ne ba delivara rra ha ke tsoga ke tobetsa hela monono abo ore come duze e kotsi kotsi,positive,Sesotho
@user ka town fela ka gore rena outside mohlagase o sa ko boya 9am o sepetΓö£┬╗Γö¼Γò£e 5am,negative,Sesotho
@user he is a hot head empa sefapano he is wise and most of the stuff he says is true,positive,Sesotho
@user go bata re botsa,positive,Sesotho
kopela leng kadimeng charger ya pelo,negative,Sesotho
re squeezeng in le rena re nyaka goba gona mo industring,negative,Sesotho
betere leno tlohela ho refa motlakasi,negative,Sesotho
as long as a tswara chelete ankere,neutral,multi
@user feela ke trend e teng amp,neutral,Sesotho
etla ko nna ketlao bontsa ke etsang,neutral,Sesotho
@user mina thuso uyangixaka you might think youΓö£┬╗Γö¼Γò£re playing a smooth political game by mingling with a sellout but youΓö£┬╗Γö¼Γò£re actually ruining everything for the future generations to come how do you want your children to survive stop being,negative,multi
@user @user o tseba hantle,positive,Sesotho
@user ke o rata haholo ha o shebile koana,positive,Sesotho
@user haholo hoba it is where misinformation happens,negative,Sesotho
@user @user le tletse masepa lena,neutral,Sesotho
@user @user i hear this you ever get into a relationship ebe when you meet a nice partner who does all the things youve always wanted ebe it scares you o nahana kebo set upbecause the last partner fucked you up were experiencing that,positive,multi
@user proty khuli chana wabo rena,neutral,Sesotho
@user le rena re fetile gona,negative,Sesotho
@user @user precisely because it is 2022 it is important to remind the communists that this is no longer the1960s it is a failed ideology that has no place in the modern world ho bonahala eka eff ha e batle ho ithuta nalaneng,negative,Sesotho
