text,labels
"ngicela ama donations to finish off my registration is not giving any feed back, their numbers are not going through and they do not respond to emails i honestly think me waiting for nsfas is another gap year for me ngiyacela bandla i will give you my school details ",negative
losis ukhipha amaqiniso ,positive
"never is like having a ≡ƒìæof ww ,pnp whistle some are found at ≡ƒÑèser shop navo the likes of roots≡ƒÿë≡ƒÿëezinye isono shame sibonga nje ukuthi kune way in ",positive
agri bashawe kancane ,positive
gee2 cishe≡ƒñú≡ƒñú≡ƒñú≡ƒÿ¡ ,negative
no kuzonyiwa on the 14th sengi bawela ngathi bengi no muntu manje ≡ƒöÑ ,positive
mokoko tshela mpesa ecocash instant money ewalet hore rutehile≡ƒöÑ≡ƒÿÄ≡ƒÄô≡ƒæ¿ΓÇì≡ƒÄô ,positive
"money is not everything, but it makes life abit easier nawe kodwa godide uyayidinga imali maybe kancane ≡ƒÿé ",negative
mcram uzovela kancane kancane ≡ƒñ╖≡ƒÅ╛ΓÇìΓÖÇ∩╕Å ,positive
xiluva mita hlupheka hiku searchana na tona letikulu ,negative
i never learn when it comes to my nails bakithi≡ƒÿ½≡ƒÿ½≡ƒÿ½ ,negative
cya hes staying in the us manje ,neutral
"kakhulu, look at my pace bendirhuqa ngerim phantsi namhlanje ",positive
jndonga this was me yesterday i was so happy ≡ƒÑ║ kuhle ngempela Γ¥ú∩╕Å ,positive
"zamaswazimadon4 selidume ledlula bafo kodwa nokho, isizwe sesizinzile ",positive
angfuni uk khuluma nomuntu for this whole weekend yazi ≡ƒñª≡ƒÅ╛ΓÇìΓÖé∩╕Å ngsazi cabanga mahn ,positive
starting to feel like myself again ≡ƒÑ║ iΓÇÖm not hospital material yaz bengithi ngiyashaun ≡ƒÿ⌐ ,negative
"ukhozi fm sivele simtshele ukuthi asiyazi into ekanjalo, uma sike sathi asiyazi leyonto uvele evuke ulaka ubaba ngisho nobuso bakhe imbala buyashintsha bube engathi obesilwane esabiseke ",negative
"this question reminds me of what my friend said yesterday about men feeling like they not appreciated, not being seen, not even being wished a happy fathers day or happy birthday and all i said was i wont phikisa you because thats never been my reality or my fathers ",negative
amaqhinga ayaqala ke manje ,negative
umuntu aphumule ukuhlupheka ,negative
kokisa iΓÇÖm playing it right now ≡ƒöÑ umshado ,positive
senenza kakhulu mzansi≡ƒÿé≡ƒñú≡ƒÿé≡ƒñú≡ƒÿé≡ƒñ¡ ,positive
guys niyayvuma lekaka ngempela ≡ƒÿ│≡ƒÿ│≡ƒÿ│≡ƒÿ│≡ƒÿ│ ,positive
kudingeka impahla ke manje ,positive
manje utawΓÇÖphilisana kanjanΓÇÖ nesinganΓÇÖ sakho ningavani ,positive
m ngibingelele mkhaba ngiphatheka kabuhlungu ukuthi sundowns isiqoqe 12wonke soweto fm ,negative
funda thembi wabheka phezulu ≡ƒÿé≡ƒÿ¡ proud today ,negative
solbeersa aaaah khohlwa ,negative
jobe wavele wayisika eduze ≡ƒñú ,positive
mitchell01 cabanga nje≡ƒæë≡ƒñú≡ƒÖä≡ƒñö≡ƒÖä≡ƒñú≡ƒñú≡ƒñú ,negative
buyothusa sana ubuso ba lo sisi ≡ƒÿ¡ ,negative
"theres a moment in the risesiyakolisi documentary that i cant wait for you guys to see, where siya speaks about how igwijo helped him heal from his mothers passing ≡ƒÄ╢ ",positive
"rvoonah bussaimathebula sivukilebreakfastshow yaz sometimes na ba ku interviewer with a nguni language, nawe ngathi ungaphendula ngaso uhlukane kancane nesilungu just for few minutes ≡ƒñª≡ƒÅ╜ΓÇìΓÖé∩╕Å ",negative
"ukhozifmvabs losisi akawinanga ngephutha,animqashe phela djsgqemeza ",positive
za ma lalela ngivedane ngaphelelwe amandla insini imini yonke ngoba abantu balana they will fetch you ≡ƒÿ¡≡ƒÿ¡≡ƒÿ¡≡ƒÿ¡ ,negative
"why rodney has this pic, kancane kancane uyavela naye≡ƒñú≡ƒñú≡ƒñú≡ƒñú≡ƒñú≡ƒñú≡ƒñú≡ƒñú≡ƒñú≡ƒñú≡ƒñú≡ƒñú≡ƒñú≡ƒñú≡ƒñú≡ƒñú≡ƒñú≡ƒñú≡ƒñú≡ƒñú≡ƒñú≡ƒñú≡ƒñú≡ƒñú≡ƒñú≡ƒñú ",positive
"loyiso som cha, okwamanje asikho isidigo ≡ƒÑ║≡ƒÿ¡≡ƒÆÇ ",negative
m fm ezemidlalo ngicela ukubongela ezami i mamelodi sundowns nge win ngithi siyabonga kakhulu singabalandeli asebefile injabulo siyabonga kakhulu ku coach rhulani kanye nabadlali ngiyabonga fm ezemidlalo ,negative
"ayandamsweli46 uhulumeni wethu akathathi zinyathelo ngalezi gameko, nathi mphakathi singeke senze lutho ngoba kuyothiwa sizithathela umthetho ",negative
"provincial government is busy ass licking for positions khohlwa ngabo amp continue working with the communities and before they know it, youll be the premier≡ƒÄë ",negative
asizweni mhlampe kuyakhanya phambili mkhulu ,positive
makdshelby meme manje ≡ƒñú ,positive
"onenyana baby, kancane buka ≡ƒñ₧≡ƒÅ╜≡ƒñú ",positive
"happy birthday phakade lamiΓ¥ñ∩╕Å ndoda ewumfwethu≡ƒñÿ≡ƒÿà muntu ongakmina≡ƒÿì babazi lami, elithi minaΓ¥ñ∩╕Å≡ƒÆï≡ƒöÑ ",positive
ibuhlungu inyani ne ≡ƒ½ó ,negative
"sanelebarman b off idk what god said to you about him, but we need la mali sthembiso, ningazodlala apha no thixo ",negative
"mickeydedrinker facts anne dewani, group of tourists robbed and mugging on table mountain nyanga highest murder reports etc those are facts but thats not my point i thought tourism sa promotes sa not provinces or specific destinations your bias is showing ",negative
siyas sweet treatstrust us100we bake the best cakes in townΓ¥ñ∩╕Å≡ƒÄè≡ƒÄë≡ƒì░Γ¥ú∩╕ÅΓ¥ñ∩╕Å≡ƒç┐≡ƒçªour work is amazingsa mfg ,positive
"sammy 04552 ngiyasola ulale nabo bobabili labafana, ukuthula kwakhe khona into emshisayo ngaphakathi ",positive
"reads people are sharing, personal stories, some unbelieveble koore o sale o ipotse gore a re tshela mo lehatsheng lele one some its about dead beats those ones always kill me ",positive
hhawu umamkhulu bakithi ≡ƒÑ║ ,positive
zuzuzunguu kodwa sengshile kuthi it was a typo bakithi≡ƒÿ¡≡ƒÿ¡≡ƒÿ¡≡ƒÆö≡ƒÆö≡ƒÆö ,negative
i know ubabawele amp i will be playing his album till we go blue in the facejust like we did umsebenzi≡ƒÿì≡ƒÿà ,positive
"i cannot wait for that day≡ƒÆâ≡ƒÆâ i cannot wait for the day bulelwa tells luzuko, ndakuxelela tata ukuba uzozisola ≡ƒñú≡ƒñú≡ƒñú ",negative
oh bakithi the staff at authentiq ≡ƒÿ«ΓÇì≡ƒÆ¿ ,negative
mina i can futhi kalula nje≡ƒÆ»≡ƒæî≡ƒÅ╜≡ƒÿÄ ,positive
coffee Γÿò∩╕Å before training is a must siyasm┬«∩╕Å ,positive
≡ƒô╜ intshatsheli  zintshatsheli abethe ΓâúΓâú inqaku lika monapula saleng elingene ngomzuzu liphelise indlala yendebe kwingqwangqwayi zasesoweto ithini ,negative
all along i thought utshwala bukweletwa ema shebeen kuphela ,neutral
lol aibo siya ,positive
m inganekwane is fireeee ,negative
means iskhathi samacomrades to eat again ,positive
when i say thato ke godsent yame ≡ƒÑ╣tell me who needed thiswas i not in a dilemma bc of funds last month≡ƒÑ▓ kancane kancane i get why i love her so much≡ƒÑ║ thatoimmaculate ,positive
manje wasuthukana kangaka ,positive
i think it would have sounded way better if you typed as south africans we are not angry enough manje wena uyazikhipha and youre also a south african ,negative
malusi24900206 eskom sa u dom wena sani awazi lutho ,negative
buzosibulala utshwala ≡ƒñ₧≡ƒÅ┐ ,negative
that lady is so much bigger than her she shouldve told her shell squash her if she threatens her manje yi gwala naye ,positive
mhlo sibisi ukhozifmvabs mambovip basakaz abahle sivukile i volume i phezulu asinankinga ukuthy u monday ngi fresh ngise richmond ukhozifmvabs mhlo sibisi fp fm ,positive
"zn zama uking monada manje, yabo ≡ƒñ¬ ",neutral
ngempela ≡ƒÿé≡ƒÿ¡ ,positive
siyabulela lol i think for now siya you just confident yΓÇÖall can bribe someone from epl but from the reports they say this investigation started in 2018 not sure what epl has but think they did a thorough investigation and this one you canΓÇÖt go to the arbitration ,negative
kuyezwakala khehla qhubela phambili umsebenzi owenzayo ubaba uzwilezwe soze akulahlekisa nguye osabonakala abanye sebathwala abanye amanga abanye abemali kubi ngaphandle lapha ,negative
sewuyakazi iqiniso manjeΓÿ║∩╕Å ,positive
uthi usase mncwabeni ubone umufi eduze kwakho ≡ƒÿâ ,positive
"whoisxmane ntengibukayo la veli bafo ukuthi awuzethembi as indoda, and mungabe ungazethembi vele kuzodlala amafilm angekho emqondwen wakho so wathatha isinqumo esiphusile ukuthi uhlukane nayo ungaze wenze into obuyozisola your whole life ngayo≡ƒæì≡ƒÅ╜ ",negative
south africa ziyakhala manje zikhala ngempela ,positive
meso thanks for bringing sechaba se ka ipata monna weso bettertogether za friday made ≡ƒÄë≡ƒÄë≡ƒÄë changer mzalwane ,negative
nami ziyangixaka lezinsizwa ezincane ezibulala izintombi ezikhungweni zezemfundo dankie1223 nommkhize1 kingsfiso fm ,negative
izinja kakhulu member we were unfortunate not to have him today ,negative
eish mara ntsiki whats with the comparison uyayilahla manje haowa≡ƒÿÆ ,negative
"cyrilramaphosa amanga cyril yho right now where i am, over 3 hours of shedding president unamanga you should just go 2024 will be embarrassing for for you unless you plan to rig elections,about the election bill ",negative
singo makavelli vii anoke nithule kwesinye iskhathi ,positive
"ngcobo murai dont take dating advice from women, shiya phansi the brother ",positive
"n plan umshado, even honeymoon ≡ƒÿé ",positive
dungi manje usitshela ukuthi senzeni ,negative
mantshinga01 bayobheka phezulu ,positive
"siphojay1 wawfaka ulayini ngagcwala mina bengithi asikhohlwe oqhwasha, umuntu akaphathe igeja straight ",negative
jabulane r and that will never help them it wont take them anywhere msholoz doesnt even know them≡ƒñú≡ƒñú≡ƒñúkwanzima ukuzonda umuntu ongakunakile≡ƒÿé ,negative
tlharantlhope ≡ƒÿé≡ƒñú≡ƒÿé≡ƒñúinkinga abamazi umamakhize bacabanga umamkhize osomizi or bonang ,negative
ngicela uvuke usebenze aibo ≡ƒÿé ,positive
sphe khuluma ,neutral
xolise ngoku phaphela nomathemba ithemba lezi ntokazi ezinhle ngili nikeza wena lokuthi bakhona abahle njengawe cha umuhle nomathemba ngabe anginalo iqiniso uma nginga ncomi hawu≡ƒöÑ≡ƒñ₧≡ƒÜÇ ,negative
hayi hayi hayi juicy jay wenza kakhulu mntanΓÇÖam mabakuyeke ≡ƒÑ╣≡ƒÑ╣≡ƒÑ╣≡ƒöÑ≡ƒöÑ≡ƒöÑ≡ƒöÑ bbtitans ,negative
slimfit za this is khokha khola my friend ,negative
ngifuna kuth nje kuwena masimba akho you will never find peace in your old age no one will give you love and you will die are painful death nxa uyanginyayisa sikwenzen vele kuth usizwile ubuhlungu obunjena kanti what did we do to deserve this kind of treatment ≡ƒñ¼ ,negative
yazi i was just thinking ukuthi waze wathula these days hope you get well soon ≡ƒÖÅ ,positive
hawu bakithi ≡ƒÿé ,positive
ngcaweni hhawe bakithi our former dg ≡ƒÆö may her soul rest in peace ,negative
"its not bao rata amp stuff mara anyway, hamba juba, bayokudla phambili≡ƒñÖ≡ƒÅ╛ ",negative
utshwala abulunganga ≡ƒñú≡ƒñú≡ƒñú ,positive
"ishombs siyayicela bethuna ≡ƒÖÅ, kuyaphuthuma ",positive
cabanga eyi eyi othe ngithule ,negative
woman caring ingishaye phansi ngicela ningichazele ,negative
ngicela ukuzophuza nawe dade ,neutral
a very good story ≡ƒÑ║it was so beautiful when i read it bakithi ,negative
kenny ramaano mna ndenza iskipping ropingndizawkhe ndiyzame le spot nton nton xa kunetha imvula indoors Γ£î≡ƒÅ┐ ,positive
uyabonake sjava ngicela itissue≡ƒÿ¡≡ƒ½┤ ,negative
am proud to be xhosa from eastern cape enkosi siya wase umthatha goes by juicy jay bbtitans ,positive
awume kancane asikho laptop ,positive
aowa khululeka nna le wena same whtsapp group ,neutral
bhutiza absolutely nothing wrong about this situation here intombi nto eyingane ekhaya engenakho ukuncolo iyakwazi kuhambaze endlini kagogo ngisho egcekeni imbalala bekumulwa i ntombi inkinga abantu sebafaka izingane izidwaba uma zemula okuyi phutha elikhulu ngoba umkhehlo ofaka idwaba ,negative
shabangu cha nje even kuthiwa ayidlali ngabe yaphuza donΓÇÖt make excuses≡ƒÿé≡ƒÿé≡ƒÿé ,positive
why nivusana mendakiwe nifune ukqhubeka nathi silele ,positive
"lapho amanzi ake amakhona, aphinde ame ≡ƒò»≡ƒñ₧≡ƒÅ╛≡ƒÆ» ",positive
inkinga yaqala ngokuthi abe nerole kwitsotsi ,negative
umsebenzi wami wukdedela amahitjaivisabantumphakathini ,positive
jndonga kancane kancane≡ƒñª≡ƒÅ╛ ,positive
amanga wonke lawa ,negative
female agentmanager ≡ƒñö ≡ƒÆ¡ siyasm┬«∩╕Å ,negative
"it cannot be siyaΓÇÖs talent≡ƒÖä of course access is important but wouldnΓÇÖt sustain anyone without talent the problem are the people who canΓÇÖt accept success of others thereΓÇÖs always a conspiracy privilege always gives a step ahead, but not everyone who has it uses it properly ",negative
"asked my boyfriend not to sleep yet coz im gonna video call him soon when i video called, he was already falling asleep, so i then asked him to sing phakade lami for me and he did ≡ƒÿ¡≡ƒÿì≡ƒÑ║ he sang the whole chorus ≡ƒÿéΓÖÑ∩╕Å ",negative
ngentliziyo yam yonke shame ,positive
ngilambile and everyone is asleep ≡ƒÿ¡ ,negative
yes vele in life siyazi ukuthi happy endings are rare in some certain issues but atleast give us hopejust kancane njenot every thing needs to end in tears theriver1magic ,positive
"worse, abanye bethu imake up cishe bayifaka kanye kabili ngonyaka ",negative
awukaze ke wena ujole clearly weh 666 leyo amanga is they love language ≡ƒÿ¡≡ƒÿ¡≡ƒÿ¡≡ƒÿ¡ ,negative
uyena ongekho bakithi ,negative
fm yin eyenza wonke umuntu acabange inyoka uma ebona idamu okanye umfula≡ƒñö khona yin ongafakaza athi useke wayibona inyoka kunoma isiphi isiziba ,negative
next footygames ngicela autograph ,neutral
putin lindiwesisulusa arsenal engekho nakwi fa cup and champions league leave tottenham alone you jojinyo stan account ,negative
heh lendaba ka mmeli no oli kancane kancane iyavela ,positive
haiboh noma unga thula kodwa abantu bazo khuluma noma unga khuluma kodwa abantu bazokhuluma ≡ƒÿ¡ no mahn coked hereΓ¥ñ ,positive
mrozawangempel ukhozifmvabs hezekiya ay asimvume kodwa u sizwe mdlalose ufike kwezwakala zimnandi iyngoma zakhe ngiyzwile album yakhe yenza 1 fm luhamba phambili emadlankala ,positive
haemz ubuhle bakithi bongie ,positive
superman baba baba check your dmΓÇÖs kuyaphuthuma ,positive
"music over everything stand a chance to win great prizes this summer, all you have to do is activate any of the trending tunes belowΓÇï1 sponono 19032 ΓÇï2 umsebenzi wethu 19038 ΓÇï3 too late for mama 19042 tsh ",negative
may god intervene aphole ngokushesha ,positive
ukhozi fm mina ngifisela i ts galaxy ukuthi iwine namhlanje bese ngithi phambili nge sundowns yami ngila bergville emawosi ,negative
ikhona i 10am ya ntambamaebusuku ≡ƒñö ,negative
angaz nokuthi ngithin ≡ƒÆö ngiyaxolisa kakhulu ukuthi ukulesimo okuso sino ,negative
"njomane nani niyathanda, izinsizwa ziningi kangaka lana≡ƒÿé ",positive
kaizerchiefs chiefs aside for a moment ngicela umsebenzi ,negative
phekile sisi yho sizo bona phambili ,positive
≡ƒñú≡ƒñú≡ƒñú≡ƒñú ayike usuqala inkinga ,negative
uyakuthanda bo ikapa bengithi mhlampe uthole ngapha kwandonga ziyaduma ,positive
miss nzie bengithi uthi usathane onempondo kanti uthi onezimpondo ≡ƒÿé≡ƒÿé≡ƒÿé ,negative
"thenjiwe its not even a trick question, its better than staying home with ur 2degrees, as long as its a protected sex then i dont see inkinga ",negative
phathumakwarela manje uyaphi u zolani≡ƒñú≡ƒñú≡ƒñúmxm this part ka pauline mad me stop watching ,positive
fruit days anithi uthula kancane ≡ƒÿ¡≡ƒÿ¡ ,negative
official sabc1 criminal ke matlhatse wa go mo tshela ka chemical skeemsaam ,positive
intombi ishelwa ngamanga≡ƒÿ¡≡ƒÿ¡≡ƒÿ¡ ,negative
bengithi angisize nje nami≡ƒñú≡ƒñú ,negative
evewaadam presidencyza ngempela ,positive
exactly what i am observing its as if their people did something extraordinary abahlela phansi bathule nje as we all do with thier people ,negative
"kuncono ukube ubhale ngesizulu mina angimuzwa uthini especially ekugcineni decider ini, concur what ≡ƒÿ¡ ",positive
"stop following futbol ngenhliziyo ,awazi lutho ",negative
year noxolo gcina neted brace touch tcohrvaih ,positive
sane starting out like she cares for londies events then switching up and telling her akana lutho hence she does events is the funniest thing≡ƒÿ¡≡ƒÿ¡≡ƒÿ¡≡ƒÿ¡cause like what was the reason ,negative
welele inganekwane ≡ƒÿó ,negative
biliat efective ahis bal retention por wants pas loked lively time sideas long play himon khohlwa chiefs score goals game ,negative
ntombie sa kancane kancane Γ¥ñ∩╕ÅΓ¥ñ∩╕Å≡ƒÖÅ≡ƒÅ╛ ,positive
qiniso lelo bafo≡ƒñú ,neutral
delivery inkinga esibhekene nayo leyo people dont use their brains to think bt they use their bums ,negative
juicy is such a happy soul bakithi and i love this for himΓ¥ñ bbtitans ,negative
destinyzee to think that i literally checked ukuthi bathini abasekhorinte 13 inkinga u ddnt say ukuthi first or second corinthians ≡ƒñú≡ƒñú≡ƒñú≡ƒñú ,negative
